feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA	antibiotics	yes	1.47793967	0.879316906	22	15	0.092805346	0.316795349
HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.	status	uninfected	-0.949373161	0.566634552	22	20	0.09384414	0.318932406
PWY.5850..superpathway.of.menaquinol.6.biosynthesis	spike_inhibition	yes	0.677681355	0.407293904	22	18	0.096139763	0.321226473
PWY.5896..superpathway.of.menaquinol.10.biosynthesis	spike_inhibition	yes	0.677681355	0.407293904	22	18	0.096139763	0.321226473
PWY.6863..pyruvate.fermentation.to.hexanol..engineered.	stay_years	stay_years	-0.067033824	0.040236893	22	1	0.095717569	0.321226473
PWY.6936..seleno.amino.acid.biosynthesis..plants.	age	age	-0.027634497	0.016555818	22	22	0.09508342	0.321226473
PWY.7031..protein.N.glycosylation..bacterial.	stay_years	stay_years	-2.362401874	1.415059198	22	11	0.095023852	0.321226473
PWY.7663..gondoate.biosynthesis..anaerobic.	status	uninfected	0.129692336	0.077999976	22	22	0.096367942	0.321226473
PWY.7688..dTDP..alpha..D.ravidosamine.and.dTDP.4.acetyl..alpha..D.ravidosamine.biosynthesis	age	age	0.473259448	0.284623447	22	20	0.096361214	0.321226473
PWY.7784..reductive.acetyl.coenzyme.A.pathway.II..autotrophic.methanogens.	stay_years	stay_years	0.811854296	0.487083595	22	7	0.095560976	0.321226473
ARGDEG.PWY..superpathway.of.L.arginine..putrescine..and.4.aminobutanoate.degradation	status	uninfected	-3.11384415	1.891087409	22	12	0.099642507	0.324363195
LIPASYN.PWY..phospholipases	status	uninfected	-2.573757117	1.563029233	22	9	0.099630661	0.324363195
ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation	status	uninfected	-3.11384415	1.891087409	22	12	0.099642507	0.324363195
P122.PWY..heterolactic.fermentation	stay_years	stay_years	1.381197214	0.837801548	22	16	0.0992302	0.324363195
PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type	spike_inhibition	yes	0.125597836	0.076191191	22	22	0.099259104	0.324363195
PWY.5972..stearate.biosynthesis.I..animals.	stay_years	stay_years	-2.141094547	1.297917936	22	8	0.09901703	0.324363195
PWY.6174..mevalonate.pathway.II..haloarchaea.	spike_inhibition	yes	-1.340458869	0.811517462	22	8	0.098576755	0.324363195
PWY.6531..mannitol.cycle	stay_years	stay_years	0.355873115	0.215547061	22	22	0.098733916	0.324363195
PWY.7204..pyridoxal.5..phosphate.salvage.II..plants.	antibiotics	yes	1.831044591	1.111199911	22	18	0.099391987	0.324363195
PWY.8125..mevalonate.pathway.IV..archaea.	spike_inhibition	yes	-1.340458869	0.811517462	22	8	0.098576755	0.324363195
LIPASYN.PWY..phospholipases	spike_inhibition	yes	1.248050683	0.760365727	22	9	0.100718126	0.325577198
PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.	stay_years	stay_years	0.105101096	0.064026943	22	22	0.100690852	0.325577198
PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.	antibiotics	yes	1.473370858	0.896485148	22	18	0.100280098	0.325577198
HSERMETANA.PWY..L.methionine.biosynthesis.III	stay_years	stay_years	0.025361044	0.015487398	22	22	0.101520251	0.326199318
P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I	stay_years	stay_years	0.546772852	0.333876613	22	18	0.101494841	0.326199318
PWY.5676..acetyl.CoA.fermentation.to.butanoate.II	status	uninfected	0.170827137	0.10434894	22	22	0.101614608	0.326199318
PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.	status	uninfected	-0.058786334	0.035971999	22	22	0.102211653	0.327359903
PWY66.430..myristate.biosynthesis..mitochondria.	status	uninfected	-1.708957621	1.047637372	22	12	0.102837749	0.328607978
PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number.	antibiotics	yes	1.76374581	1.08240709	22	17	0.103214356	0.329054943
PWY.7858...5Z..dodecenoate.biosynthesis.II	stay_years	stay_years	0.881011391	0.541336939	22	16	0.103636624	0.329645097
NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside.	antibiotics	yes	1.549458724	0.954137471	22	18	0.104389348	0.330094484
PWY.7003..glycerol.degradation.to.butanol	stay_years	stay_years	-0.051975895	0.031972335	22	1	0.104023674	0.330094484
PWY0.781..aspartate.superpathway	stay_years	stay_years	0.540956675	0.333211461	22	18	0.10449034	0.330094484
PWY.1861..formaldehyde.assimilation.II..assimilatory.RuMP.Cycle.	antibiotics	yes	-0.269721473	0.166366863	22	22	0.104965068	0.330842279
PWY.5392..reductive.TCA.cycle.II	age	age	-1.489396879	0.921868698	22	13	0.106174767	0.333469485
PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type	stay_years	stay_years	0.153536096	0.095060012	22	22	0.106278404	0.333469485
NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside.	spike_inhibition	yes	0.812818678	0.504787395	22	18	0.107349872	0.336072798
PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I	spike_inhibition	yes	0.879432577	0.546551145	22	18	0.107603626	0.336110203
CRNFORCAT.PWY..creatinine.degradation.I	antibiotics	yes	2.398144241	1.494008086	22	13	0.108455325	0.337254815
PWY0.1415..superpathway.of.heme.b.biosynthesis.from.uroporphyrinogen.III	antibiotics	yes	1.2392088	0.771657717	22	19	0.108294838	0.337254815
PWY.6607..guanosine.nucleotides.degradation.I	stay_years	stay_years	-0.187483277	0.11694578	22	21	0.108898426	0.337876814
HEME.BIOSYNTHESIS.II.1..heme.b.biosynthesis.V..aerobic.	antibiotics	yes	1.245119334	0.777330571	22	19	0.10920234	0.33806515
ALLANTOINDEG.PWY..superpathway.of.allantoin.degradation.in.yeast	status	uninfected	-2.618961783	1.636965448	22	9	0.109623377	0.338614431
PWY66.430..myristate.biosynthesis..mitochondria.	antibiotics	yes	1.990357587	1.245904737	22	12	0.11014987	0.339486295
PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation	spike_inhibition	yes	0.72587731	0.457326188	22	16	0.112462808	0.345848016
PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.	status	uninfected	-0.281045892	0.177259268	22	22	0.112851084	0.346275952
PWY.6906..chitin.derivatives.degradation	stay_years	stay_years	0.100022007	0.063308476	22	22	0.114126349	0.348649726
PWY.8086...S..lactate.fermentation.to.propanoate..acetate.and.hydrogen	stay_years	stay_years	1.716351716	1.085604865	22	8	0.113875842	0.348649726
PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.	spike_inhibition	yes	0.258315307	0.164101197	22	22	0.115459244	0.351948133
POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I	stay_years	stay_years	0.191466149	0.122116732	22	21	0.116905761	0.354801326
PWY.8004..Entner.Doudoroff.pathway.I	stay_years	stay_years	0.061794532	0.039396836	22	22	0.116760967	0.354801326
PWY.6531..mannitol.cycle	spike_inhibition	yes	0.351900708	0.224936114	22	22	0.117712547	0.355932143
PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II	stay_years	stay_years	1.117579954	0.714512513	22	9	0.117790493	0.355932143
PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.	status	uninfected	-0.777572982	0.497903109	22	11	0.118359769	0.356876526
PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I	age	age	-0.045788267	0.029409253	22	22	0.11948615	0.359492962
PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle	age	age	-1.200774121	0.77265549	22	11	0.120163583	0.360750281
PWY.5494..pyruvate.fermentation.to.propanoate.II..acrylate.pathway.	stay_years	stay_years	-2.713622907	1.748407728	22	14	0.120649344	0.361427993
DAPLYSINESYN.PWY..L.lysine.biosynthesis.I	status	uninfected	-0.229937263	0.148293409	22	22	0.121008077	0.36172307
PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP	spike_inhibition	yes	0.43386037	0.280423217	22	19	0.121823994	0.362602466
THREOCAT.PWY..superpathway.of.L.threonine.metabolism	stay_years	stay_years	0.825273705	0.53305976	22	13	0.121578403	0.362602466
ARGININE.SYN4.PWY..L.ornithine.biosynthesis.II	status	uninfected	0.179200644	0.115933404	22	22	0.122172073	0.362861499
PWY1ZNC.1..assimilatory.sulfate.reduction.IV	spike_inhibition	yes	0.2496026	0.161680117	22	20	0.122635539	0.363461404
P108.PWY..pyruvate.fermentation.to.propanoate.I	antibiotics	yes	1.425528356	0.925219772	22	16	0.123378697	0.364885934
PWY.6583..pyruvate.fermentation.to.butanol.I	status	uninfected	0.148613798	0.096991056	22	1	0.125462655	0.368695751
PWY.6606..guanosine.nucleotides.degradation.II	spike_inhibition	yes	0.176763895	0.115210623	22	22	0.1249639	0.368695751
PWY66.367..ketogenesis	spike_inhibition	yes	-0.885185982	0.57743086	22	19	0.12528248	0.368695751
ARGDEG.PWY..superpathway.of.L.arginine..putrescine..and.4.aminobutanoate.degradation	antibiotics	yes	3.051274388	1.996077133	22	12	0.126354827	0.369754127
ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation	antibiotics	yes	3.051274388	1.996077133	22	12	0.126354827	0.369754127
LIPASYN.PWY..phospholipases	stay_years	stay_years	1.412523761	0.925916205	22	9	0.127124046	0.370043321
P621.PWY..nylon.6.oligomer.degradation	spike_inhibition	yes	-1.165440855	0.764007923	22	12	0.1271518	0.370043321
PWY66.367..ketogenesis	stay_years	stay_years	-0.925986772	0.607193601	22	19	0.127252308	0.370043321
PWY0.1337..oleate..beta..oxidation	age	age	-0.75194014	0.494505702	22	13	0.128362903	0.372493601
PWY.7874..L.threonate.degradation	age	age	-0.683697294	0.451448456	22	8	0.129911084	0.376200848
PWY0.1221..putrescine.degradation.II	age	age	-0.77559255	0.513443426	22	12	0.130897886	0.378270398
THREOCAT.PWY..superpathway.of.L.threonine.metabolism	status	uninfected	-1.783853826	1.182307077	22	13	0.131352299	0.378796049
PWY.6608..guanosine.nucleotides.degradation.III	stay_years	stay_years	0.116988256	0.077788994	22	22	0.132602522	0.38090596
PWY.7784..reductive.acetyl.coenzyme.A.pathway.II..autotrophic.methanogens.	age	age	-0.400213849	0.266134427	22	7	0.132632003	0.38090596
PWY.6143..CMP.pseudaminate.biosynthesis	age	age	0.521415612	0.348407075	22	19	0.134505155	0.384695813
PWY.6396..superpathway.of.2.3.butanediol.biosynthesis	status	uninfected	-2.351347624	1.57078413	22	12	0.134412511	0.384695813
PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle.	antibiotics	yes	0.158652952	0.106633612	22	22	0.136795077	0.389641714
PWY.7992..superpathway.of.menaquinol.8.biosynthesis.III	age	age	-0.441674616	0.296647699	22	18	0.136517382	0.389641714
PWY.6863..pyruvate.fermentation.to.hexanol..engineered.	status	uninfected	0.112744888	0.076114464	22	1	0.138538782	0.393801445
ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis	stay_years	stay_years	0.137644928	0.093508324	22	21	0.141018927	0.39519417
DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	stay_years	stay_years	0.891406306	0.605566408	22	9	0.14101528	0.39519417
PROPFERM.PWY..superpathway.of.L.alanine.fermentation..Stickland.reaction.	stay_years	stay_years	-0.93470249	0.634034081	22	14	0.140423739	0.39519417
PWY.5005..biotin.biosynthesis.II	status	uninfected	1.123934254	0.760634637	22	17	0.139507651	0.39519417
PWY.8188..L.alanine.degradation.VI..reductive.Stickland.reaction.	stay_years	stay_years	-0.93470249	0.634034081	22	14	0.140423739	0.39519417
PWY.8189..L.alanine.degradation.V..oxidative.Stickland.reaction.	stay_years	stay_years	-0.93470249	0.634034081	22	14	0.140423739	0.39519417
PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.	antibiotics	yes	1.432167079	0.97241433	22	18	0.140806289	0.39519417
POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I	age	age	-0.109372586	0.074695794	22	21	0.143128321	0.400278566
PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle.	age	age	-0.04124288	0.028186522	22	22	0.143409155	0.400278566
PWY0.1061..superpathway.of.L.alanine.biosynthesis	stay_years	stay_years	0.170733158	0.116859933	22	22	0.144013571	0.401160048
P42.PWY..incomplete.reductive.TCA.cycle	spike_inhibition	yes	0.22763802	0.15648639	22	21	0.145757168	0.403590564
PWY.5180..toluene.degradation.I..aerobic...via.o.cresol.	age	age	2.481266616	1.703325759	22	6	0.145194025	0.403590564
PWY.5918..superpathway.of.heme.b.biosynthesis.from.glutamate	stay_years	stay_years	0.284077144	0.195164558	22	21	0.145509446	0.403590564
HSERMETANA.PWY..L.methionine.biosynthesis.III	antibiotics	yes	0.048142134	0.033171339	22	22	0.146691554	0.403811891
PWY.8173..anteiso.branched.chain.fatty.acid.biosynthesis	status	uninfected	0.42831141	0.295343807	22	2	0.146999149	0.403811891
PWY.8174..odd.iso.branched.chain.fatty.acid.biosynthesis	status	uninfected	0.42831141	0.295343807	22	2	0.146999149	0.403811891
PWY.8175..even.iso.branched.chain.fatty.acid.biosynthesis	status	uninfected	0.42831141	0.295343807	22	2	0.146999149	0.403811891
PWY0.1479..tRNA.processing	spike_inhibition	yes	0.404429302	0.279552391	22	21	0.147980104	0.405704821
HEME.BIOSYNTHESIS.II..heme.b.biosynthesis.I..aerobic.	age	age	-0.14338408	0.099314249	22	21	0.14881177	0.406381847
PWY.7003..glycerol.degradation.to.butanol	status	uninfected	0.087439297	0.060559381	22	1	0.148778222	0.406381847
PWY.6608..guanosine.nucleotides.degradation.III	antibiotics	yes	0.260270844	0.180610695	22	22	0.14956774	0.407645408
PANTO.PWY..phosphopantothenate.biosynthesis.I	status	uninfected	0.046266984	0.032200919	22	22	0.150768612	0.409385628
PWY.5494..pyruvate.fermentation.to.propanoate.II..acrylate.pathway.	spike_inhibition	yes	-1.809787121	1.259658794	22	14	0.150795282	0.409385628
PWY.4984..urea.cycle	age	age	0.066236257	0.046244276	22	22	0.152054397	0.411999243
ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis	age	age	-0.081292822	0.056933576	22	21	0.153333949	0.414657955
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation	antibiotics	yes	1.409578395	0.991605545	22	15	0.155168198	0.415577152
PWY.7374..1.4.dihydroxy.6.naphthoate.biosynthesis.I	status	uninfected	-2.617366812	1.839654838	22	10	0.154808973	0.415577152
PWY.7784..reductive.acetyl.coenzyme.A.pathway.II..autotrophic.methanogens.	spike_inhibition	yes	0.640502139	0.45036706	22	7	0.154974575	0.415577152
PWY.922..mevalonate.pathway.I..eukaryotes.and.bacteria.	status	uninfected	-1.835391435	1.291156773	22	11	0.155168735	0.415577152
THREOCAT.PWY..superpathway.of.L.threonine.metabolism	antibiotics	yes	1.909249297	1.342512284	22	13	0.154983694	0.415577152
PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.	status	uninfected	-1.015569058	0.717470767	22	18	0.156926364	0.418671106
PWY.7754..bile.acid.7.alpha..dehydroxylation	stay_years	stay_years	-0.906283777	0.63990889	22	18	0.156696462	0.418671106
PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine.	antibiotics	yes	0.777554709	0.551322673	22	21	0.158438086	0.421894521
KETOGLUCONMET.PWY..ketogluconate.metabolism	spike_inhibition	yes	0.949667701	0.676266951	22	20	0.160235686	0.42505268
PWY.5104..L.isoleucine.biosynthesis.IV	antibiotics	yes	1.687777925	1.201713048	22	14	0.160176958	0.42505268
HEMESYN2.PWY..heme.b.biosynthesis.II..oxygen.independent.	antibiotics	yes	0.32060074	0.228502193	22	22	0.160600967	0.425210179
PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.	spike_inhibition	yes	0.095466428	0.068545902	22	22	0.163699271	0.430950732
PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium.	age	age	1.161200773	0.833570143	22	7	0.163606164	0.430950732
PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.	age	age	-0.074514937	0.053449121	22	22	0.163278839	0.430950732
PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis	spike_inhibition	yes	0.294131266	0.211600312	22	20	0.164519072	0.432290188
ORNDEG.PWY..superpathway.of.ornithine.degradation	antibiotics	yes	1.020016893	0.735076872	22	18	0.165248841	0.433388469
PWY.5690..TCA.cycle.II..plants.and.fungi.	status	uninfected	0.310210275	0.223842224	22	22	0.165794719	0.434001242
PWY.5004..superpathway.of.L.citrulline.metabolism	status	uninfected	-0.992476149	0.717509604	22	11	0.166596345	0.435279924
PWY.7254..TCA.cycle.VII..acetate.producers.	age	age	-0.460199229	0.333160494	22	16	0.16718246	0.435991781
PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance.	antibiotics	yes	-0.241595995	0.175254608	22	22	0.168035733	0.437396384
P122.PWY..heterolactic.fermentation	antibiotics	yes	2.754080544	2.004438168	22	16	0.169444393	0.440238702
PWY0.1479..tRNA.processing	antibiotics	yes	0.810420588	0.592646975	22	21	0.171481402	0.444699904
PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.	stay_years	stay_years	-0.175392324	0.128843777	22	21	0.173425547	0.448904115
PWY0.1479..tRNA.processing	age	age	-0.223543444	0.164363174	22	21	0.173811583	0.449067102
HISDEG.PWY..L.histidine.degradation.I	status	uninfected	0.093526314	0.068989732	22	22	0.175208788	0.451000399
PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle.	stay_years	stay_years	0.062894685	0.046376584	22	22	0.175044035	0.451000399
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	stay_years	stay_years	0.47391673	0.350511276	22	19	0.176352058	0.451435286
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	stay_years	stay_years	0.474573498	0.350608904	22	19	0.175873782	0.451435286
PWY.7312..dTDP..beta..D.fucofuranose.biosynthesis	antibiotics	yes	2.242009521	1.658123857	22	11	0.176331704	0.451435286
METSYN.PWY..superpathway.of.L.homoserine.and.L.methionine.biosynthesis	stay_years	stay_years	0.49981916	0.370495346	22	19	0.177318814	0.453075646
ECASYN.PWY..enterobacterial.common.antigen.biosynthesis	stay_years	stay_years	0.947101316	0.702707413	22	13	0.177726259	0.453283487
LIPASYN.PWY..phospholipases	antibiotics	yes	2.172349992	1.613284846	22	9	0.178128946	0.453478451
GLUCARDEG.PWY..D.glucarate.degradation.I	status	uninfected	-0.598152482	0.448085187	22	22	0.181906473	0.462058297
PWY.5690..TCA.cycle.II..plants.and.fungi.	age	age	0.092732745	0.069727394	22	22	0.183540432	0.462058297
PWY.5918..superpathway.of.heme.b.biosynthesis.from.glutamate	age	age	-0.164266163	0.123309841	22	21	0.182813679	0.462058297
PWY.5920..superpathway.of.heme.b.biosynthesis.from.glycine	stay_years	stay_years	0.807328484	0.607118084	22	14	0.183593482	0.462058297
PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I	stay_years	stay_years	0.064639718	0.048452354	22	22	0.182174925	0.462058297
PWY.6174..mevalonate.pathway.II..haloarchaea.	age	age	0.688756483	0.518618735	22	8	0.184158487	0.462058297
PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage	status	uninfected	-1.896101892	1.425512576	22	15	0.183478944	0.462058297
PWY.8125..mevalonate.pathway.IV..archaea.	age	age	0.688756483	0.518618735	22	8	0.184158487	0.462058297
PWY.7159..3.8.divinyl.chlorophyllide.a.biosynthesis.III..aerobic..light.independent.	age	age	1.031356509	0.779979695	22	10	0.186072814	0.465182035
PWY.7883..anhydromuropeptides.recycling.II	antibiotics	yes	1.692943461	1.279471656	22	19	0.185782761	0.465182035
PWY.5747..2.methylcitrate.cycle.II	age	age	-0.515867182	0.390727705	22	13	0.186743936	0.466021671
P108.PWY..pyruvate.fermentation.to.propanoate.I	age	age	-0.312419275	0.237184402	22	16	0.187771621	0.467746512
TCA..TCA.cycle.I..prokaryotic.	stay_years	stay_years	0.256997969	0.195262455	22	18	0.18811805	0.46777118
PWY0.1479..tRNA.processing	status	uninfected	-0.633367407	0.482910038	22	21	0.189667295	0.470781323
GLUCARDEG.PWY..D.glucarate.degradation.I	antibiotics	yes	0.725300155	0.558201147	22	22	0.193822923	0.479981338
PWY.7185..UTP.and.CTP.dephosphorylation.I	spike_inhibition	yes	0.595980466	0.458923423	22	19	0.194064397	0.479981338
PWY.622..starch.biosynthesis	stay_years	stay_years	1.728927661	1.339569408	22	11	0.196821858	0.485936735
PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.	age	age	-0.04923502	0.038209328	22	22	0.19755102	0.486010474
PWY.5972..stearate.biosynthesis.I..animals.	spike_inhibition	yes	1.841361605	1.42830557	22	8	0.197330983	0.486010474
PWY.7434..terminal.O.glycans.residues.modification..via.type.2.precursor.disaccharide.	spike_inhibition	yes	2.058702046	1.602849724	22	9	0.199001627	0.488714243
PWY.6353..purine.nucleotides.degradation.II..aerobic.	spike_inhibition	yes	0.121194865	0.094470254	22	22	0.199530908	0.489149844
PWY.6328..L.lysine.degradation.X	antibiotics	yes	2.019734536	1.576694413	22	16	0.200196118	0.489916557
HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate	stay_years	stay_years	1.017877726	0.799101913	22	13	0.202742419	0.490128698
HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.	antibiotics	yes	0.850755392	0.668000573	22	20	0.202810594	0.490128698
PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.	age	age	-0.207771387	0.162923779	22	11	0.202214606	0.490128698
PWY.6292..superpathway.of.L.cysteine.biosynthesis..mammalian.	spike_inhibition	yes	0.399745192	0.312373322	22	21	0.20064948	0.490128698
PWY.6518..bile.acids.epimerization	status	uninfected	-1.301046093	1.0219645	22	15	0.20298843	0.490128698
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate	stay_years	stay_years	1.017877726	0.799101913	22	13	0.202742419	0.490128698
PWY.6803..phosphatidylcholine.acyl.editing	status	uninfected	-1.71405467	1.346724016	22	16	0.203103691	0.490128698
PWY0.1338..polymyxin.resistance	stay_years	stay_years	0.856265133	0.672035183	22	13	0.20261474	0.490128698
HEME.BIOSYNTHESIS.II..heme.b.biosynthesis.I..aerobic.	status	uninfected	-0.390067134	0.30816529	22	21	0.205594561	0.492179476
NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside.	stay_years	stay_years	0.590119467	0.466277021	22	18	0.205656887	0.492179476
PWY.6607..guanosine.nucleotides.degradation.I	age	age	0.089968384	0.071098138	22	21	0.205723939	0.492179476
PWY.6803..phosphatidylcholine.acyl.editing	antibiotics	yes	1.992710444	1.571933563	22	16	0.204911862	0.492179476
PWY.7165..L.ascorbate.biosynthesis.VIII..engineered.pathway.	status	uninfected	-3.171035583	2.501552485	22	7	0.204931169	0.492179476
FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage	spike_inhibition	yes	0.247502497	0.196025081	22	20	0.206730713	0.493738301
PWY.5180..toluene.degradation.I..aerobic...via.o.cresol.	spike_inhibition	yes	-1.11748892	0.887217161	22	6	0.207833962	0.494363103
PWY.5850..superpathway.of.menaquinol.6.biosynthesis	status	uninfected	-0.83361539	0.662685123	22	18	0.208414948	0.494363103
PWY.5896..superpathway.of.menaquinol.10.biosynthesis	status	uninfected	-0.83361539	0.662685123	22	18	0.208414948	0.494363103
PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type	spike_inhibition	yes	0.130867163	0.103957086	22	22	0.208081789	0.494363103
FUCCAT.PWY..fucose.degradation	spike_inhibition	yes	0.122482006	0.097628719	22	22	0.209635108	0.494724618
LIPASYN.PWY..phospholipases	age	age	-0.820416699	0.65323764	22	9	0.209143599	0.494724618
PWY.5265..peptidoglycan.biosynthesis.II..staphylococci.	spike_inhibition	yes	0.429044886	0.341914389	22	18	0.209539999	0.494724618
PWY.7883..anhydromuropeptides.recycling.II	age	age	-0.40976215	0.326904433	22	19	0.210037769	0.494834743
GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.	spike_inhibition	yes	0.023713555	0.018949865	22	22	0.210794459	0.495122972
PWY.5918..superpathway.of.heme.b.biosynthesis.from.glutamate	antibiotics	yes	0.531333273	0.425907574	22	21	0.212202541	0.495122972
PWY.6174..mevalonate.pathway.II..haloarchaea.	status	uninfected	-1.31540694	1.05544797	22	8	0.212653535	0.495122972
PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance.	age	age	0.053088829	0.042473695	22	22	0.211327839	0.495122972
PWY.6609..adenine.and.adenosine.salvage.III	antibiotics	yes	-0.023009268	0.018436961	22	22	0.212032227	0.495122972
PWY.7340..9.cis..11.trans.octadecadienoyl.CoA.degradation..isomerase.dependent..yeast.	stay_years	stay_years	-0.891695945	0.71537979	22	15	0.212593692	0.495122972
PWY.8125..mevalonate.pathway.IV..archaea.	status	uninfected	-1.31540694	1.05544797	22	8	0.212653535	0.495122972
PWY.6906..chitin.derivatives.degradation	age	age	-0.046954147	0.037754225	22	22	0.21361763	0.496535962
PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation	status	uninfected	-1.385977612	1.123379237	22	16	0.217293263	0.504236454
PWY.6609..adenine.and.adenosine.salvage.III	status	uninfected	0.018964764	0.015433191	22	22	0.219135633	0.507664217
AST.PWY..L.arginine.degradation.II..AST.pathway.	age	age	-0.559798726	0.460627279	22	14	0.224253021	0.517793521
PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation	stay_years	stay_years	0.681818287	0.560966869	22	13	0.224200552	0.517793521
PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis	age	age	-0.061887821	0.05106877	22	22	0.225568816	0.519967917
PANTO.PWY..phosphopantothenate.biosynthesis.I	antibiotics	yes	-0.048124269	0.039952048	22	22	0.228376792	0.525569106
PWY0.42..2.methylcitrate.cycle.I	age	age	-0.436371715	0.363044904	22	16	0.229372343	0.526987697
GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation	spike_inhibition	yes	0.187809307	0.156712459	22	21	0.230748678	0.52814783
PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis	stay_years	stay_years	0.177344208	0.148065357	22	22	0.23101718	0.52814783
PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.	antibiotics	yes	0.730574868	0.609928982	22	11	0.230993652	0.52814783
PWY.7159..3.8.divinyl.chlorophyllide.a.biosynthesis.III..aerobic..light.independent.	stay_years	stay_years	-1.644984785	1.37595052	22	10	0.231881538	0.529253427
GLUDEG.I.PWY..GABA.shunt	spike_inhibition	yes	0.221366635	0.18621615	22	22	0.234533437	0.532682152
PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.	stay_years	stay_years	0.137348506	0.115504824	22	22	0.234394458	0.532682152
PWY66.388..ceramide.degradation.by..alpha..oxidation	age	age	-0.658268493	0.553375551	22	10	0.234222877	0.532682152
POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II	status	uninfected	-0.643036923	0.541795525	22	21	0.235281765	0.533272249
PWY.5845..superpathway.of.menaquinol.9.biosynthesis	stay_years	stay_years	0.148162241	0.124909534	22	22	0.235560547	0.533272249
