feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
HSERMETANA.PWY..L.methionine.biosynthesis.III	spike_inhibition	yes	0.02842723	0.012846908	22	22	0.026913626	0.184285422
PWY.7118..chitin.deacetylation	status	uninfected	-1.788318294	0.8105308	22	17	0.027359187	0.186417988
PWY.7269..mitochondrial.NADPH.production..yeast.	antibiotics	yes	4.953565028	2.247316781	22	13	0.027509363	0.186526899
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type	age	age	-0.11020989	0.050120265	22	22	0.027884411	0.18708567
PWY.7286..7..3.amino.3.carboxypropyl..wyosine.biosynthesis	status	uninfected	-0.829856824	0.37757737	22	13	0.027960099	0.18708567
PWY.7883..anhydromuropeptides.recycling.II	spike_inhibition	yes	1.353080225	0.615778569	22	19	0.027995553	0.18708567
METHANOGENESIS.PWY..methanogenesis.from.H2.and.CO2	status	uninfected	-1.030601163	0.470347388	22	13	0.028441019	0.189153189
PWY0.42..2.methylcitrate.cycle.I	status	uninfected	-2.953615132	1.35002766	22	16	0.028682845	0.189825524
PYRIDNUCSAL.PWY..NAD.salvage.pathway.I..PNC.VI.cycle.	spike_inhibition	yes	0.446906273	0.204439733	22	21	0.028815241	0.189825524
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation	spike_inhibition	yes	1.212868493	0.555409694	22	15	0.028981607	0.190020911
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type	status	uninfected	-0.311643733	0.143092068	22	22	0.029411651	0.19055697
PWY.7185..UTP.and.CTP.dephosphorylation.I	antibiotics	yes	1.896956547	0.870433271	22	19	0.029307571	0.19055697
PWY.801..homocysteine.and.cysteine.interconversion	antibiotics	yes	3.464127337	1.591180937	22	16	0.029474639	0.19055697
PWY.5209..methyl.coenzyme.M.oxidation.to.CO2	status	uninfected	-1.139665234	0.525348089	22	13	0.030055926	0.193270744
PWY.6749..CMP.legionaminate.biosynthesis.I	status	uninfected	3.912965435	1.806543614	22	19	0.030311527	0.193270744
PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle.	status	uninfected	-1.049046542	0.484257222	22	21	0.030288251	0.193270744
P122.PWY..heterolactic.fermentation	spike_inhibition	yes	1.921824674	0.89106418	22	16	0.031023224	0.196010369
PWY66.430..myristate.biosynthesis..mitochondria.	spike_inhibition	yes	1.574692069	0.729611071	22	12	0.030907444	0.196010369
AST.PWY..L.arginine.degradation.II..AST.pathway.	antibiotics	yes	4.21704157	1.98173164	22	14	0.033340571	0.1978236
ECASYN.PWY..enterobacterial.common.antigen.biosynthesis	antibiotics	yes	4.617846095	2.180246189	22	13	0.034171779	0.1978236
P124.PWY..Bifidobacterium.shunt	status	uninfected	-3.328913067	1.554066048	22	17	0.032188118	0.1978236
PWY.5104..L.isoleucine.biosynthesis.IV	status	uninfected	-2.323741722	1.095964689	22	14	0.033983231	0.1978236
PWY.5198..factor.420.biosynthesis.II..mycobacteria.	status	uninfected	-1.00179828	0.47406668	22	13	0.03458355	0.1978236
PWY.5392..reductive.TCA.cycle.II	status	uninfected	-4.366422297	2.037732358	22	13	0.032130368	0.1978236
PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I	spike_inhibition	yes	0.365856963	0.172293329	22	22	0.033715824	0.1978236
PWY.5897..superpathway.of.menaquinol.11.biosynthesis	spike_inhibition	yes	0.328362554	0.154253778	22	22	0.033277727	0.1978236
PWY.5898..superpathway.of.menaquinol.12.biosynthesis	spike_inhibition	yes	0.328362554	0.154253778	22	22	0.033277727	0.1978236
PWY.5899..superpathway.of.menaquinol.13.biosynthesis	spike_inhibition	yes	0.328362554	0.154253778	22	22	0.033277727	0.1978236
PWY.5971..palmitate.biosynthesis..type.II.fatty.acid.synthase.	stay_years	stay_years	0.361903306	0.170742707	22	13	0.034041244	0.1978236
PWY.6293..superpathway.of.L.cysteine.biosynthesis..fungi.	antibiotics	yes	2.66512096	1.260296914	22	16	0.034457482	0.1978236
PWY.6953..dTDP.3.acetamido..alpha..D.fucose.biosynthesis	spike_inhibition	yes	-1.088022391	0.513592637	22	18	0.034136634	0.1978236
PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage	age	age	-1.601755183	0.75110486	22	15	0.032963133	0.1978236
PWY.7254..TCA.cycle.VII..acetate.producers.	antibiotics	yes	1.948148806	0.915693625	22	16	0.033377599	0.1978236
PWY.8112..factor.420.biosynthesis.I..archaea.	status	uninfected	-1.001320343	0.473315191	22	13	0.034383388	0.1978236
PWY.8113..3PG.factor.420.biosynthesis	status	uninfected	-1.045604907	0.492845867	22	13	0.033874222	0.1978236
PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation	antibiotics	yes	2.550612289	1.204803914	22	13	0.034256861	0.1978236
PWY0.301..L.ascorbate.degradation.I..bacterial..anaerobic.	status	uninfected	-1.984010482	0.937634771	22	18	0.034347047	0.1978236
PWY0.42..2.methylcitrate.cycle.I	antibiotics	yes	3.073541923	1.450449333	22	16	0.034088149	0.1978236
PWY66.391..fatty.acid..beta..oxidation.VI..mammalian.peroxisome.	spike_inhibition	yes	-0.453260159	0.212917403	22	21	0.033270192	0.1978236
REDCITCYC..TCA.cycle.VI..Helicobacter.	antibiotics	yes	1.635613908	0.764131329	22	17	0.032315353	0.1978236
SO4ASSIM.PWY..assimilatory.sulfate.reduction.I	status	uninfected	-0.750438726	0.350622785	22	22	0.032330351	0.1978236
PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I	age	age	-0.260334797	0.123588141	22	22	0.035163486	0.200316581
DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	antibiotics	yes	3.971462274	1.892294936	22	9	0.035838559	0.203328966
FAO.PWY..fatty.acid..beta..oxidation.I..generic.	status	uninfected	-1.872120224	0.897472573	22	17	0.036979386	0.207111212
HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I	stay_years	stay_years	0.704062039	0.339851023	22	19	0.038295439	0.207111212
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	status	uninfected	-1.324376811	0.639546688	22	19	0.038376974	0.207111212
PROPFERM.PWY..superpathway.of.L.alanine.fermentation..Stickland.reaction.	spike_inhibition	yes	-1.350685466	0.64930476	22	14	0.037506952	0.207111212
PWY.5004..superpathway.of.L.citrulline.metabolism	stay_years	stay_years	0.794377874	0.384439525	22	11	0.038797588	0.207111212
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	status	uninfected	-1.322503415	0.639846555	22	19	0.038742905	0.207111212
PWY.5677..succinate.fermentation.to.butanoate	status	uninfected	1.962348792	0.946068286	22	20	0.038059371	0.207111212
PWY.5690..TCA.cycle.II..plants.and.fungi.	antibiotics	yes	-0.563151923	0.272483186	22	22	0.038758652	0.207111212
PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I	spike_inhibition	yes	0.300466606	0.145590163	22	22	0.039038229	0.207111212
PWY.6349..CDP.archaeol.biosynthesis	status	uninfected	-0.966354041	0.465077664	22	13	0.037724679	0.207111212
PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III	age	age	-0.257865301	0.12491798	22	22	0.03899147	0.207111212
PWY.6876..isopropanol.biosynthesis..engineered.	spike_inhibition	yes	-1.04699851	0.502314662	22	18	0.037128533	0.207111212
PWY.7185..UTP.and.CTP.dephosphorylation.I	status	uninfected	-1.534212624	0.734442612	22	19	0.03671238	0.207111212
PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II	antibiotics	yes	5.251842935	2.537451187	22	9	0.038477485	0.207111212
PWY.8188..L.alanine.degradation.VI..reductive.Stickland.reaction.	spike_inhibition	yes	-1.350685466	0.64930476	22	14	0.037506952	0.207111212
PWY.8189..L.alanine.degradation.V..oxidative.Stickland.reaction.	spike_inhibition	yes	-1.350685466	0.64930476	22	14	0.037506952	0.207111212
PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.	spike_inhibition	yes	0.188213013	0.090887518	22	22	0.038374259	0.207111212
AST.PWY..L.arginine.degradation.II..AST.pathway.	status	uninfected	-3.838463171	1.869670787	22	14	0.040071071	0.211782466
PWY.6350..archaetidylinositol.biosynthesis	status	uninfected	-1.036638908	0.505392928	22	13	0.040251917	0.211932442
PWY.5840..superpathway.of.menaquinol.7.biosynthesis	spike_inhibition	yes	0.293234181	0.1430969	22	22	0.040442552	0.212132634
DAPLYSINESYN.PWY..L.lysine.biosynthesis.I	age	age	-0.096648199	0.047484006	22	22	0.041812223	0.213503479
ECASYN.PWY..enterobacterial.common.antigen.biosynthesis	status	uninfected	-4.203282045	2.063869687	22	13	0.041689898	0.213503479
METSYN.PWY..superpathway.of.L.homoserine.and.L.methionine.biosynthesis	status	uninfected	-1.389603251	0.680647249	22	19	0.041192126	0.213503479
PWY.6607..guanosine.nucleotides.degradation.I	spike_inhibition	yes	-0.251672123	0.123241158	22	21	0.041140524	0.213503479
PWY.6803..phosphatidylcholine.acyl.editing	spike_inhibition	yes	1.449616827	0.710726628	22	16	0.041387546	0.213503479
PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation	age	age	-0.810617203	0.398496804	22	16	0.041932698	0.213503479
PWY.7269..mitochondrial.NADPH.production..yeast.	status	uninfected	-4.329872931	2.123970633	22	13	0.041492486	0.213503479
PWY66.388..ceramide.degradation.by..alpha..oxidation	spike_inhibition	yes	1.538131032	0.755173954	22	10	0.041671054	0.213503479
PWY66.389..phytol.degradation	antibiotics	yes	1.438235791	0.708989585	22	21	0.042501993	0.215612303
P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.	status	uninfected	-0.827235119	0.40880885	22	22	0.043019	0.217425534
P124.PWY..Bifidobacterium.shunt	stay_years	stay_years	1.438327597	0.711325149	22	17	0.043172264	0.217425534
CRNFORCAT.PWY..creatinine.degradation.I	age	age	-1.217354254	0.603016932	22	13	0.043510827	0.218178171
HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate	status	uninfected	-3.548262106	1.764616517	22	13	0.04434831	0.218178171
PWY.5677..succinate.fermentation.to.butanoate	antibiotics	yes	-2.377343325	1.18090234	22	20	0.044097981	0.218178171
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate	status	uninfected	-3.548262106	1.764616517	22	13	0.04434831	0.218178171
PWY.6859..all.trans.farnesol.biosynthesis	stay_years	stay_years	0.209955712	0.104450304	22	22	0.044420448	0.218178171
PWY.6953..dTDP.3.acetamido..alpha..D.fucose.biosynthesis	age	age	0.570600325	0.283827066	22	18	0.044390961	0.218178171
PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II	status	uninfected	-1.896688305	0.941759361	22	18	0.044011211	0.218178171
HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate	antibiotics	yes	3.676703926	1.846959847	22	13	0.046516204	0.221518943
POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.	spike_inhibition	yes	0.191015599	0.09574443	22	22	0.046036658	0.221518943
PROPFERM.PWY..superpathway.of.L.alanine.fermentation..Stickland.reaction.	status	uninfected	2.596073391	1.302479241	22	14	0.046241924	0.221518943
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation	status	uninfected	-1.752717733	0.875948953	22	15	0.045399295	0.221518943
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate	antibiotics	yes	3.676703926	1.846959847	22	13	0.046516204	0.221518943
PWY.801..homocysteine.and.cysteine.interconversion	stay_years	stay_years	1.485233864	0.746157895	22	16	0.046534915	0.221518943
PWY.8188..L.alanine.degradation.VI..reductive.Stickland.reaction.	status	uninfected	2.596073391	1.302479241	22	14	0.046241924	0.221518943
PWY.8189..L.alanine.degradation.V..oxidative.Stickland.reaction.	status	uninfected	2.596073391	1.302479241	22	14	0.046241924	0.221518943
PWY0.1479..tRNA.processing	stay_years	stay_years	0.527576592	0.263841078	22	21	0.045543486	0.221518943
DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	status	uninfected	-3.586044275	1.803380572	22	9	0.046755071	0.221807332
POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I	spike_inhibition	yes	0.255095289	0.128670462	22	21	0.047418008	0.224187183
PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation	stay_years	stay_years	1.148825654	0.581101989	22	16	0.048044155	0.226377543
PWY66.388..ceramide.degradation.by..alpha..oxidation	stay_years	stay_years	1.632249214	0.826501976	22	10	0.048280807	0.226724062
AST.PWY..L.arginine.degradation.II..AST.pathway.	stay_years	stay_years	1.479711238	0.7516748	22	14	0.049004512	0.228743361
PWY.6215..4.chlorobenzoate.degradation	stay_years	stay_years	4.481582774	2.276944452	22	6	0.049039944	0.228743361
PWY.5675..nitrate.reduction.V..assimilatory.	stay_years	stay_years	0.761472843	0.387240639	22	16	0.049251574	0.228962167
PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle.	spike_inhibition	yes	0.491690461	0.251738073	22	21	0.050797945	0.23536381
PWY.5920..superpathway.of.heme.b.biosynthesis.from.glycine	antibiotics	yes	2.484263689	1.27347472	22	14	0.05108372	0.235901562
P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I	status	uninfected	-1.17518518	0.603441765	22	18	0.051478324	0.236834393
PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II	status	uninfected	-4.803897679	2.468302704	22	9	0.05162649	0.236834393
GLYOXYLATE.BYPASS..glyoxylate.cycle	antibiotics	yes	1.568890401	0.808863856	22	17	0.052425605	0.239165798
PWY0.301..L.ascorbate.degradation.I..bacterial..anaerobic.	antibiotics	yes	1.976831859	1.019413799	22	18	0.052478826	0.239165798
PWY.5392..reductive.TCA.cycle.II	antibiotics	yes	3.807667956	1.967099407	22	13	0.052907343	0.240018286
PWY.7754..bile.acid.7.alpha..dehydroxylation	spike_inhibition	yes	-1.144977448	0.591771782	22	18	0.053011233	0.240018286
PWY.6165..chorismate.biosynthesis.II..archaea.	status	uninfected	-0.666638106	0.345041896	22	13	0.053353367	0.24078305
PWY.6160..3.dehydroquinate.biosynthesis.II..archaea.	status	uninfected	-1.041945399	0.540123027	22	13	0.053719812	0.24165223
P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle.	spike_inhibition	yes	0.245978487	0.127907616	22	22	0.054468129	0.243442764
PWY.6961..L.ascorbate.degradation.II..bacterial..aerobic.	antibiotics	yes	2.155535423	1.120543245	22	17	0.0543982	0.243442764
PWY0.781..aspartate.superpathway	status	uninfected	-1.153929631	0.601141944	22	18	0.054913164	0.244645187
PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type	antibiotics	yes	0.342412085	0.179139658	22	22	0.055949941	0.246890215
PWY.5973..cis.vaccenate.biosynthesis	antibiotics	yes	-0.143466299	0.074970509	22	22	0.055666624	0.246890215
PYRIDNUCSAL.PWY..NAD.salvage.pathway.I..PNC.VI.cycle.	antibiotics	yes	0.830949452	0.434644915	22	21	0.055903238	0.246890215
PWY.1861..formaldehyde.assimilation.II..assimilatory.RuMP.Cycle.	age	age	0.076758004	0.040260169	22	22	0.056578954	0.247115857
PWY.8173..anteiso.branched.chain.fatty.acid.biosynthesis	stay_years	stay_years	-0.299655666	0.157256439	22	2	0.0567122	0.247115857
PWY.8174..odd.iso.branched.chain.fatty.acid.biosynthesis	stay_years	stay_years	-0.299655666	0.157256439	22	2	0.0567122	0.247115857
PWY.8175..even.iso.branched.chain.fatty.acid.biosynthesis	stay_years	stay_years	-0.299655666	0.157256439	22	2	0.0567122	0.247115857
CITRULBIO.PWY..L.citrulline.biosynthesis	antibiotics	yes	-0.295238259	0.15506014	22	22	0.056907032	0.247189918
BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis	age	age	-0.005771749	0.003048179	22	22	0.058290441	0.251034707
PWY.6876..isopropanol.biosynthesis..engineered.	stay_years	stay_years	-1.1069069	0.583944625	22	18	0.058017157	0.251034707
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type	spike_inhibition	yes	0.131361559	0.069386732	22	22	0.058333964	0.251034707
PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.	antibiotics	yes	0.410929727	0.217357533	22	22	0.058681709	0.251751778
PWY66.388..ceramide.degradation.by..alpha..oxidation	antibiotics	yes	3.049969247	1.614773406	22	10	0.058919858	0.251995701
PWY.5138..fatty.acid..beta..oxidation.IV..unsaturated..even.number.	status	uninfected	-1.782804237	0.947096261	22	17	0.059783125	0.254903507
HEMESYN2.PWY..heme.b.biosynthesis.II..oxygen.independent.	status	uninfected	-0.351802059	0.187122454	22	22	0.060099451	0.255468616
PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.	status	uninfected	-1.619915252	0.863305854	22	18	0.060599079	0.256807075
PWY.5677..succinate.fermentation.to.butanoate	age	age	0.430041702	0.22959	22	20	0.061056578	0.257959402
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	antibiotics	yes	1.443192671	0.771884794	22	19	0.061525549	0.258370128
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	antibiotics	yes	1.444507888	0.77235848	22	19	0.061448311	0.258370128
PWY0.1338..polymyxin.resistance	status	uninfected	-2.876931396	1.539956677	22	13	0.061735616	0.258471406
FAO.PWY..fatty.acid..beta..oxidation.I..generic.	antibiotics	yes	1.913650687	1.026610534	22	17	0.06231505	0.259770036
SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis	status	uninfected	-0.57875474	0.310606783	22	22	0.062419563	0.259770036
PWY66.388..ceramide.degradation.by..alpha..oxidation	status	uninfected	-2.642423033	1.421586293	22	10	0.063057644	0.261642164
GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation	stay_years	stay_years	0.078050117	0.042095043	22	21	0.063719084	0.263599783
PWY.5180..toluene.degradation.I..aerobic...via.o.cresol.	stay_years	stay_years	-4.601038373	2.483654994	22	6	0.063950159	0.263770685
METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation	antibiotics	yes	0.362471298	0.196026161	22	22	0.064443872	0.265020657
PRPP.PWY..superpathway.of.histidine..purine..and.pyrimidine.biosynthesis	stay_years	stay_years	0.625195302	0.338404531	22	9	0.064677733	0.265197785
METSYN.PWY..superpathway.of.L.homoserine.and.L.methionine.biosynthesis	antibiotics	yes	1.510638922	0.818584571	22	19	0.064975297	0.26553307
PWY.6749..CMP.legionaminate.biosynthesis.I	age	age	0.81012864	0.439264262	22	19	0.065141566	0.26553307
PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance.	status	uninfected	0.257275697	0.139838776	22	22	0.065797272	0.265866883
PWY.8004..Entner.Doudoroff.pathway.I	age	age	-0.044367473	0.024102887	22	22	0.065657692	0.265866883
PWY0.42..2.methylcitrate.cycle.I	stay_years	stay_years	1.093603469	0.594022673	22	16	0.065619652	0.265866883
PWY.6143..CMP.pseudaminate.biosynthesis	stay_years	stay_years	-1.171756617	0.638120879	22	19	0.066319034	0.266160103
PWY.6328..L.lysine.degradation.X	status	uninfected	-2.822290913	1.536952787	22	16	0.066314789	0.266160103
PWY.7118..chitin.deacetylation	antibiotics	yes	1.684267163	0.917798855	22	17	0.066488536	0.266160103
PWY.922..mevalonate.pathway.I..eukaryotes.and.bacteria.	spike_inhibition	yes	-1.92556286	1.049854924	22	11	0.066635767	0.266160103
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type	antibiotics	yes	0.32695238	0.178453319	22	22	0.066929801	0.266568547
PWY.5677..succinate.fermentation.to.butanoate	spike_inhibition	yes	-0.753982289	0.411878611	22	20	0.067161247	0.266726094
ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis	spike_inhibition	yes	0.179910384	0.098734144	22	21	0.068429212	0.267053342
HEME.BIOSYNTHESIS.II.1..heme.b.biosynthesis.V..aerobic.	status	uninfected	-1.182478292	0.648644489	22	19	0.068303534	0.267053342
P221.PWY..octane.oxidation	status	uninfected	-1.258393055	0.689814844	22	20	0.068114652	0.267053342
PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.	spike_inhibition	yes	-0.247999328	0.135840716	22	21	0.067901085	0.267053342
PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis	antibiotics	yes	0.625041945	0.342111782	22	22	0.067698134	0.267053342
PWY.7312..dTDP..beta..D.fucofuranose.biosynthesis	stay_years	stay_years	1.337566636	0.73447448	22	11	0.06858852	0.267053342
PWY.7784..reductive.acetyl.coenzyme.A.pathway.II..autotrophic.methanogens.	status	uninfected	-2.317702583	1.268526203	22	7	0.0676873	0.267053342
PWY.7269..mitochondrial.NADPH.production..yeast.	stay_years	stay_years	1.57638357	0.866231761	22	13	0.068786828	0.267077348
P108.PWY..pyruvate.fermentation.to.propanoate.I	status	uninfected	-1.515243111	0.83471027	22	16	0.069479004	0.268266156
PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.	stay_years	stay_years	0.039330199	0.021665671	22	22	0.069474221	0.268266156
PWY66.389..phytol.degradation	spike_inhibition	yes	0.633058975	0.34926604	22	21	0.069902664	0.2691543
P221.PWY..octane.oxidation	antibiotics	yes	1.474118379	0.815336034	22	20	0.070608251	0.270964168
PWY.5103..L.isoleucine.biosynthesis.III	age	age	-0.006283467	0.003479701	22	22	0.070957523	0.270964168
PWY0.1415..superpathway.of.heme.b.biosynthesis.from.uroporphyrinogen.III	status	uninfected	-1.160395444	0.642171858	22	19	0.07076449	0.270964168
PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.	status	uninfected	-0.517278106	0.28705745	22	22	0.071545087	0.271859272
PWY.5392..reductive.TCA.cycle.II	stay_years	stay_years	2.354020784	1.306511456	22	13	0.071583089	0.271859272
NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside.	status	uninfected	-1.440634908	0.800897183	22	18	0.072054067	0.272902323
P221.PWY..octane.oxidation	spike_inhibition	yes	0.740310306	0.413615246	22	20	0.073477617	0.277537739
HEMESYN2.PWY..heme.b.biosynthesis.II..oxygen.independent.	stay_years	stay_years	0.168498529	0.094771766	22	22	0.075413684	0.284078647
HEME.BIOSYNTHESIS.II..heme.b.biosynthesis.I..aerobic.	stay_years	stay_years	0.281485758	0.158817732	22	21	0.076331096	0.285035546
P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I	antibiotics	yes	1.300987468	0.735275886	22	18	0.076829342	0.285035546
PWY.5030..L.histidine.degradation.III	antibiotics	yes	-0.223127392	0.126308819	22	22	0.077308202	0.285035546
PWY.5494..pyruvate.fermentation.to.propanoate.II..acrylate.pathway.	status	uninfected	7.294631186	4.112291078	22	14	0.076086209	0.285035546
PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.	stay_years	stay_years	0.829597456	0.469456343	22	13	0.077203939	0.285035546
PWY0.1337..oleate..beta..oxidation	stay_years	stay_years	1.45669834	0.824529146	22	13	0.077277935	0.285035546
PWY66.389..phytol.degradation	status	uninfected	-1.038209358	0.585318495	22	21	0.07610432	0.285035546
SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis	spike_inhibition	yes	0.315217718	0.178099624	22	22	0.076744555	0.285035546
PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage	stay_years	stay_years	1.463840893	0.829253687	22	15	0.077521592	0.285066172
PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate.	spike_inhibition	yes	-1.754975691	0.995347601	22	11	0.077870355	0.285593121
CRNFORCAT.PWY..creatinine.degradation.I	status	uninfected	-2.54061639	1.445790707	22	13	0.078875127	0.288516912
PROPFERM.PWY..superpathway.of.L.alanine.fermentation..Stickland.reaction.	antibiotics	yes	-2.863413218	1.639452929	22	14	0.080712599	0.291465448
PWY.5004..superpathway.of.L.citrulline.metabolism	spike_inhibition	yes	0.826340388	0.47436144	22	11	0.081507426	0.291465448
PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.	stay_years	stay_years	0.449910859	0.257976755	22	11	0.081159497	0.291465448
PWY.6293..superpathway.of.L.cysteine.biosynthesis..fungi.	stay_years	stay_years	1.075985328	0.615629651	22	16	0.080502092	0.291465448
PWY.6396..superpathway.of.2.3.butanediol.biosynthesis	antibiotics	yes	2.988582256	1.715613164	22	12	0.081510064	0.291465448
PWY.7204..pyridoxal.5..phosphate.salvage.II..plants.	status	uninfected	-1.702677278	0.977618876	22	18	0.081568388	0.291465448
PWY.8188..L.alanine.degradation.VI..reductive.Stickland.reaction.	antibiotics	yes	-2.863413218	1.639452929	22	14	0.080712599	0.291465448
PWY.8189..L.alanine.degradation.V..oxidative.Stickland.reaction.	antibiotics	yes	-2.863413218	1.639452929	22	14	0.080712599	0.291465448
PWY0.781..aspartate.superpathway	antibiotics	yes	1.278912664	0.733291169	22	18	0.08114652	0.291465448
HISDEG.PWY..L.histidine.degradation.I	antibiotics	yes	-0.148145583	0.085248684	22	22	0.082245194	0.293130306
PWY.4984..urea.cycle	stay_years	stay_years	-0.135633314	0.078221533	22	22	0.082924488	0.294795493
DARABCATK12.PWY..D.arabinose.degradation.I	spike_inhibition	yes	0.83969365	0.484778418	22	17	0.083252472	0.295143629
PWY.6168..flavin.biosynthesis.III..fungi.	spike_inhibition	yes	0.219319863	0.126786439	22	20	0.083659417	0.295143629
PWY0.1338..polymyxin.resistance	antibiotics	yes	2.824918621	1.632873964	22	13	0.083625169	0.295143629
PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation	spike_inhibition	yes	-0.116876311	0.067725011	22	22	0.084392735	0.296976966
P122.PWY..heterolactic.fermentation	status	uninfected	-2.99494859	1.739193106	22	16	0.085063471	0.298581376
PWY.6583..pyruvate.fermentation.to.butanol.I	stay_years	stay_years	-0.088391317	0.051366662	22	1	0.085288661	0.29861773
PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle.	antibiotics	yes	0.979878305	0.571206836	22	21	0.086262262	0.301267697
PWY.5723..Rubisco.shunt	antibiotics	yes	1.405845772	0.82133066	22	18	0.086957787	0.302935651
PWY.8134..bile.acid.7.beta..dehydroxylation	stay_years	stay_years	-0.863049958	0.504576482	22	18	0.087183749	0.302963526
PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis	age	age	-0.154958357	0.091051134	22	22	0.088777347	0.30773195
PWY.1861..formaldehyde.assimilation.II..assimilatory.RuMP.Cycle.	status	uninfected	0.228767306	0.134701933	22	22	0.089446935	0.309133505
PWY.5494..pyruvate.fermentation.to.propanoate.II..acrylate.pathway.	antibiotics	yes	-8.513286422	5.015570959	22	14	0.089626477	0.309133505
PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis	status	uninfected	-0.475141	0.280568894	22	22	0.090361977	0.31089888
PWY.7254..TCA.cycle.VII..acetate.producers.	stay_years	stay_years	0.856082165	0.505865361	22	16	0.090586447	0.310901631
PWY.7392..taxadiene.biosynthesis..engineered.	stay_years	stay_years	0.120317534	0.071286118	22	22	0.091447408	0.313083491
PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.	status	uninfected	-0.293443706	0.174684954	22	22	0.092987412	0.316795349
