species	01_A	01_B	01_C	02_A	02_B	02_C	03_A	03_B	03_C	04_A	04_B	04_C	05_A	05_B	06_A	07_A	07_B	08_A	08_B	09_A	10_A	10_B
GGB9464_SGB14857	2.6852633851439847	1.7234331346144838	0.614160513477517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078564136079396	0.1321707115272148	0.0	0.0	2.8180399965840697	0.0	0.0
GGB9086_SGB14014	2.433809292180691	1.9362828513448664	1.675922636651958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB4566_SGB6305	2.264189520905515	0.9562940905829118	1.352428155426007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovibrio_fairfieldensis	2.2136259773568088	1.5972906563001594	2.4048441317816187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2474755587036734	0.502669034853437
Ruthenibacterium_lactatiformans	1.947264603616961	2.6678421730877804	3.4833582919788726	0.0589249559947844	0.0540818595634102	0.0582138549508139	0.1597919160986163	0.4567503223549621	0.2212037745110624	0.4904714284042534	0.2494799530795801	0.1108317724025186	0.1793177436242833	0.1977376199852273	0.3449696408309282	0.5219003311448012	0.4014920069739608	0.1224129712179405	0.1816868305313329	1.5244167016038264	0.1680195840792321	0.0957788410924036
Bacteroides_uniformis	1.460719915053231	2.2565757859829785	3.0936265681916755	4.491524214639016	4.555049338407926	4.105366217489956	4.842670157314463	4.947468860565676	2.367852930827324	1.2593240742853962	1.903962984534532	1.155216735845382	4.511576843157259	2.4542083658649068	0.2676817895594407	8.355453350267577	9.363493506009435	3.3237960198055387	11.620306999590415	1.1846287170052658	3.114744328222716	2.235878730215707
Clostridium_innocuum	1.2909233776028393	0.6772719574876392	0.2090280028099887	0.0304756527320186	0.0133871674211262	0.0247704552104479	0.712646188453849	0.1417940549902494	0.519690493029049	0.1375117605895876	0.101176694063327	0.1090592249425002	0.0047011144006961	0.0065559121550061	0.0780029950092737	0.0519240698921178	0.1468926293646089	0.052147041890675	0.0326909659747263	22.968359070231973	0.1504220641687128	0.3269187687091549
Bifidobacterium_pseudocatenulatum	0.9470458273122946	1.4306987693250426	0.3616326503114963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0256871848490392	0.9575784413037958	0.5411021715513615	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Barnesiella_intestinihominis	0.9248490461673072	0.1738251732731408	0.2435195288828121	0.0	0.0	0.0	0.0	0.0	0.0	0.5906640606772633	0.5816737624692201	0.246176579191146	0.0	0.0	0.16509354824749	0.0	0.0	0.0	0.0	0.0	0.3650066226601254	0.1244547339203528
GGB3497_SGB4672	0.8812383055104324	1.3895788358625791	0.422811366698325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005319971707922	0.0	0.0	0.0	0.0	0.0	0.2684873981793741	0.08371729849297
Anaerostipes_caccae	0.8334020115222023	0.6607854289265578	0.3684148866035658	0.0102362812474564	0.0047823030677185	0.0071617496497051	0.0020938794861324	0.0044124006550684	0.0	0.0	0.0	0.0	0.0010130945967473	0.0008393688069078	0.0	0.0146017308592998	0.0179874079307162	1.1711243177413122	1.571317430613275	2.8823952738828265	2.0811321245980228	2.1899514338529347
GGB3005_SGB3996	0.7448169054282142	1.0372180525845598	1.179121662792895	0.0231502385792827	0.0043229394797386	0.0133872155149304	0.0220864861277817	0.0430543336646071	0.0156856267135741	0.0	0.0	0.0	0.7298013550358508	0.6617141900604838	0.0459523457853156	1.0942111914755135	0.447970815968913	0.0	0.0	0.0652460077804006	0.3337768683976717	0.2503704434231722
Neglectibacter_timonensis	0.7426199543933861	0.3888792402890167	0.2077114001070582	0.0604447180967241	0.0113856546449284	0.0353406063562856	1.559931456166623	2.0320040980365435	0.0358305521720472	1.2194503627804814	1.050511445881298	1.957653294282216	0.2891940733978307	0.3409781157493249	0.5643007367039407	0.6294579579777745	0.6967648778568033	0.2198742287802386	0.6876899011159942	0.0	1.2667292546214914	4.57314237061933
GGB45432_SGB63101	0.6903392537140095	0.4189941854440577	0.4731714200854158	0.0399721556018113	0.0287512388548085	0.0418699538006841	0.0047747461085446	0.0085752109700521	0.0	0.0503056381703319	0.0360505781780802	0.0829379279829114	0.0	0.0	0.0002878017481335	0.0	0.0	0.0	0.0	0.0	0.1072380174433256	0.0997200775474298
Clostridium_scindens	0.6751289452085139	1.1697891874349031	1.2195638866085687	0.1834972019379066	0.0424911318881336	0.0875835989271275	0.4518662019090046	0.4562511416747928	0.3467495179691	0.001213213420548	0.0004118105075078	0.0097533343165892	0.1761895918869581	0.0874622296797928	0.0537753205754899	1.2072193146088726	2.287956563080364	1.5075390265487387	1.514930067970214	0.798522747361233	0.4905934772777022	0.4841859949264176
Alistipes_indistinctus	0.6291613222154249	0.6295976440888434	0.4448904475520736	0.0	0.0	0.0	0.0	0.0	0.0	0.0132684538176843	0.0021877433211352	0.0751560123047817	0.0	0.0	0.0590080796324626	0.2379758424828131	0.1798831501129776	0.0	0.0075894389036576	0.0	0.0198598196713118	0.0262041259994736
GGB9531_SGB14932	0.6231007676365887	0.1970420945309932	0.544545145560068	0.06896021050918	0.0108934793720929	0.0125987660122105	0.0047309410983745	0.0160540072318752	0.0	0.0821994811203742	0.0419360366812128	0.2209458792480542	0.0030926045584919	0.0204275861217982	0.0	0.0	0.0	0.0	0.0	0.0	0.0660574834212234	0.0373907820582441
Blautia_hydrogenotrophica	0.4926810000748015	0.5917800452746088	0.6946205299743671	0.040414414414545	0.004724882619221	0.0370160615495652	0.2010124306687128	0.3802508831190082	0.0412788782650364	0.0121406779619635	0.0114706385112073	0.1754735519688496	0.0	0.0	0.0	0.0	0.5955800389928899	0.2864857858759216	0.267434479675972	2.369223175145853	0.0051840891197497	0.0045103374086614
Alistipes_shahii	0.422471158766368	0.3927012316585404	0.5049257984337258	0.4775832302672257	0.2608693004452559	0.2493964333290654	0.0	0.0	0.0	0.4284864751220255	0.3398380419352539	0.1117569557109185	0.0	0.0	0.0067938655089696	0.0	0.0	0.0	0.0	0.028263563359848	0.3145765383245244	0.1962718766514873
Anaerotruncus_massiliensis	0.4172523478790368	0.3096734980916503	0.0028497519030534	0.34361097428618	0.0677807379906656	0.080536831496569	0.0	0.0	0.0	0.0306891732859769	0.009497379829399	0.0221352268177912	0.0	0.0	0.0627843874185779	1.2899128796670525	1.5710454255089257	0.0	0.0	0.0	0.6335190647482906	0.2770757180236082
Butyricimonas_paravirosa	0.4126227575757593	0.486733953532853	0.4209230812428063	0.0159856458129955	0.0157742174943785	0.0174198062007161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus_Methanomassiliicoccus_intestinalis	0.3930017121267773	0.1129666659614925	0.3375440179638012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15538910607894	0.0839976019477456
Romboutsia_timonensis	0.3855859502046181	0.7923172503343112	0.7579214020336823	0.0	0.0	0.0	0.0	0.0017471323805927	0.0	0.0	0.0	0.0	0.0017418117628288	0.0457500177070378	0.596115911770335	0.0416179950255778	0.0	0.0	0.0	0.0	0.0	0.0
Longicatena_caecimuris	0.3848031285715185	0.954458528938338	2.144390666818352	0.0491148514214169	0.0118778299177639	0.0110218670067709	0.3265663508183521	0.2225543578890777	0.3396007588916747	0.9320640259707912	0.4514129513131533	2.38397257484909	0.0	0.0	0.0	0.0864467960579639	0.185697536640254	0.6167815458304661	0.1684508490833539	0.0	0.4938157935421521	1.4784648192357828
Hungatella_hathewayi	0.3788688355464081	0.0890373121018648	0.6468330489739234	0.0060147198531794	0.0070791210076176	0.0063568741156786	0.749836642088293	0.3050885349906506	0.1722555964590793	0.9224608436841994	0.1515205286061578	0.3870638392571968	0.0195776087424073	0.0130499760821349	0.0275330339047715	0.2052116231490337	0.0625159936754899	0.0324474260004232	0.2503560737316271	0.0	0.0027214380886286	0.0755630161722262
Mediterraneibacter_SGB48424	0.3614531585691693	0.4041672057671115	0.5308334213578382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042487765500431	0.0385667878121321	0.0225270277402676	0.0150304215795549	0.0121458089859955	0.0	0.0	0.0	0.0	0.0
Christensenella_hongkongensis	0.3511923029697231	1.1469997257381157	0.2312803208614913	0.0187115683133001	0.0060373500134491	0.0061186966617319	0.0	0.0	0.0	0.0049382912470196	0.0039379379780435	0.0431031662838629	0.0074649075549805	0.0060522908708615	0.0197100591145973	0.0421166760675071	0.0256885220674677	0.0042492700367238	0.0143635552279508	0.2152741409241756	0.0251357364566288	0.0255161084286609
Dysosmobacter_welbionis	0.3072448648362462	0.3364022929982536	0.1305775378070852	0.0182934327085336	0.0942679705904308	0.0994431935305382	0.5245211917771897	1.6964209718519754	0.867177443669971	0.5607780005006633	0.6431879570282004	0.1258595162342847	0.290749262471785	0.2701265529851811	0.8903365110137225	0.0622826374999135	0.2366845361251538	0.5486912427620032	0.8760727851714684	0.3991500323704111	0.2347449050682171	0.3252624301127538
GGB9102_SGB54310	0.2894335683240001	0.2332839600613014	0.1436482843776252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Evtepia_gabavorous	0.2796104194441365	0.4921987306664702	0.5845542763813567	0.6276135016851689	0.2954856279680212	0.3485768103586971	0.4516997428703582	0.5214833598440671	0.4020482926772427	0.6291109648495619	0.3438102974555896	1.069641603104882	0.0	0.0	0.4976789926435827	0.3841156341387417	0.6425305298902109	0.2966585383438385	0.4040704008751933	0.2240187161333892	0.3342443546951048	0.353233317281722
Emergencia_timonensis	0.2639876565298034	0.3379864078422009	0.5132411839259183	0.0	0.0	0.0	0.0	0.0	0.0	0.019582289858424	0.0128519195884731	0.0727609115905129	0.0	0.0	0.0432138685454999	0.2135667177989027	0.2370836515810043	0.0166316429237371	0.1145875169785381	0.7329512803663857	0.1603144081411821	0.0839381436391568
GGB9524_SGB14923	0.2477840904683318	0.23279782958009	0.3800131169931968	0.046774900248589	0.0165534950097014	0.0336815771943126	0.0036445768461551	0.021455855306565	0.0	0.0140288481446475	0.0225723634427722	0.0174314911190105	0.0	0.0	0.8262352125658063	0.1731035630809508	0.2746005044309501	0.0	0.0	0.0	0.0471242883751808	0.0781876757942156
Eubacterium_siraeum	0.240604016779794	1.09771615281531	0.3750238856978813	0.3303753741814563	1.3368710848394942	3.300507109494771	0.0	0.0	0.0	0.5928341748238776	0.6936090060411889	0.0427400102188835	0.0214082884523192	0.0085350554470835	0.1581514212319062	1.3817576792841464	0.9219476322088112	0.0199545720924551	0.7188716529544502	0.0	0.0547125927388725	0.0072963838682489
GGB3602_SGB4865	0.2158062476280562	0.0812676059625041	0.0599920415822137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3179813753881187	0.2062852862236449	0.0067233021931759	0.0	0.0
Lachnotalea_sp_AF33_28	0.214922416751976	0.2898008192821312	0.3024201761191756	0.071750461564064	0.0330495695709054	0.0291479925536736	0.0	0.0	0.0	0.006142960911085	0.0038178265800203	0.0322776569182869	0.0160762116273331	0.0073511036562872	0.0072124862335274	0.0288360125298096	0.0639763934116701	0.0	0.0	0.0075540796616321	0.0158110544167568	0.0256435190899225
Eubacterium_callanderi	0.1633571982103786	0.5762573961159292	1.7481279006758297	0.0741547412914713	0.0241165883689407	0.0290165843032203	0.6208046041311451	0.1568407869210687	0.4785591012983769	0.0	0.0	0.0	0.0	0.0	0.0248468842555255	0.0	0.0	0.2942619500431263	0.5724431871583954	0.0	0.8472688262800011	0.7309379755697597
Gordonibacter_pamelaeae	0.1610171507479947	0.1370552694615169	0.08942504148062	0.0	0.0	0.001461916786293	0.0	0.0	0.0	0.0041693531635737	0.0045556537393052	0.0167051789890518	0.0147787395999198	0.0388406871070178	0.0	0.0381359765222816	0.0173615223294962	0.0	0.0	0.0	0.0	0.0
Anaerotruncus_colihominis	0.160065980376594	0.1973270675717033	0.0968482554043794	0.012294794993999	0.008243935819995	0.0095845892674379	0.008165253895713	0.0072916035067595	0.001665730270468	0.0114400899303794	0.0102352069886838	0.0207171888497764	0.0115706067102198	0.0124756711089875	0.0	0.0111809538874686	0.0042814203445779	0.0	0.0	0.0	0.0297855555221692	0.0265523818069221
Flavonifractor_plautii	0.1577090980403799	0.2412464420811424	0.182236870177331	0.0	0.0158480437853038	0.0352913282623656	0.6805633990052425	1.83422158140087	2.0389145808023432	0.0892224489491807	0.127489669615962	0.0210630517688044	0.235802210790303	0.1816129034314721	0.0	0.0318630939422229	0.3272928154090292	0.3340606132070818	0.7085413424010145	0.2496529116291544	0.1462647753093966	0.1709851074130973
Anaerovorax_odorimutans	0.1408321370257043	0.132663332010573	0.1389968656179301	0.0016082138644864	0.0	0.0001067692034933	0.0	0.0	0.0	0.0006236942232395	0.0004461280498001	0.0075052253429073	0.0005954152454567	0.0002473929115096	0.0181053463371256	0.0248465641943748	0.0460796935391017	0.0	0.0	0.3523781173679474	0.0108189685977386	0.004790640863437
GGB3109_SGB4121	0.1388624567875826	0.2696850752320064	0.5008114149870682	0.0490746460748047	0.0285707745881022	0.0299857201503134	0.0	0.0	0.0	0.0061258733981195	0.0	0.0125375308147645	0.0436874827860529	0.0464656900581908	0.0	0.0995262374208478	0.1239253490415763	0.0456881514348547	0.0366548214935509	0.055961855452499	0.1168131385711082	0.0941479846282548
Enterocloster_clostridioformis	0.132717727839596	0.1210716345016886	0.1722757313064754	0.0	0.0	0.0	0.7380268113464249	0.2073560889660642	0.3213037529520021	0.0236491179442049	0.0220318621516682	0.0478069019826436	0.0	0.0	0.0639792007365867	0.0	0.0093882840183012	1.3017043859698358	2.2485035482866067	0.0	0.0	0.0211331816812611
GGB9474_SGB14868	0.1264804070855438	0.3335022732310273	0.3143215716048761	0.0108795667932509	0.0104833333113966	0.0091821515004246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1775916924583149	0.0867803992300366	0.0	0.0	0.0	0.0	0.0
Eisenbergiella_massiliensis	0.126337310657988	0.0461823957150781	0.0196624219450801	0.0546069017686382	0.0239279211810204	0.0323592816741262	0.0	0.0	0.0	0.1294122794439567	0.1659167375977853	0.140852673774148	0.0038835292875315	0.0043823887181712	0.1161236447393201	0.0842595985056422	0.125911855515014	0.1793021984695993	1.3080636475676604	0.0	0.2981811260359761	0.0725561245664519
Enterocloster_aldenensis	0.1086606931363826	0.0035873076889389	0.0	0.0035943579871272	0.0	0.0020450408976795	0.0106446174713426	0.0133709110759649	0.017281951556106	0.0073134555492194	0.0089997754661604	0.0279197841385343	0.0130280410423827	0.0071302171281536	0.0	0.0046281100207127	0.0	0.0657617030883382	0.118343205030291	0.0	0.0	0.0204876343308688
Clostridium_leptum	0.1010849999128374	0.0621744122349273	0.0600440127415399	0.0886206250025271	0.0296371543459125	0.0696217336932914	3.5768543004321565	6.29781499800881	7.745697811747407	0.7247924936996888	0.5529070826426844	0.6637801141985141	0.5558867825942201	0.5858352499160185	0.558675520717695	0.0646798060172581	0.0837961041169728	1.1246118079193328	1.329400812942515	0.7455671072842814	3.749582372167336	2.582792478698853
Rikenellaceae_bacterium	0.0945278165560134	0.0600203513095598	0.2515663967184859	0.2890603600027989	0.1986993605649152	0.3665468886081864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0188379326051018	0.0	0.0	0.0	0.0	0.0	0.3314310889409088	0.5547715012653563
Phascolarctobacterium_sp_ET69	0.0927601548038528	0.0654767468831562	0.014950370166171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_jeddahense	0.0917921495586221	0.2012831639015612	0.2621944988006944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalicatena_contorta	0.0840144378491157	0.0605819158309591	0.0624866572298714	0.0240749615513625	0.0068658450560555	0.0096995714865845	0.0	0.0	0.0	0.0205221030715246	0.0051476313438477	0.0299084959229452	0.0201730239878641	0.0207103208778093	0.0101253887752422	0.0227818497049831	0.0199467019867095	0.0308242048463947	0.0373660603393794	0.0181315041311509	0.0197262521577595	0.0304426539974436
Marvinbryantia_SGB4691	0.0734253022099826	0.1692991308618628	0.0135991200236898	8.845176254675608e-05	0.0	0.0	0.0	0.0010429310639252	0.0	0.0107736769247263	0.0128948165163385	0.0200427561576718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2829711254302047	1.2729089524003652
Gordonibacter_massiliensis	0.0576931126157538	0.0587966435465106	0.0779480771294169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Raoultibacter_massiliensis	0.0563294878355157	0.0455202524734282	0.0424344515898447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022424276382045
Bifidobacterium_dentium	0.0546965050739959	0.0034783474086674	0.0331489377902298	0.0901484281737893	0.0858517734249433	0.3664236933733865	0.0	0.0	0.0	0.009278519540248	0.0043411690999782	0.0072804144455391	0.0002666038412493	0.0053984667475859	0.0	0.769316118263435	0.7853594382497966	0.0	0.0	0.0	0.0251774763046139	0.0094963412860329
Intestinimonas_massiliensis	0.0522049437471411	0.2193035179464647	0.0260895219817539	0.0	0.0109591027418043	0.0171980547780762	0.0027509546386844	0.0372691861390729	0.0	0.0594560013633389	0.0500349766621999	0.049320052253391	0.0012263776697468	0.0003710893672645	0.0	0.0731398861496385	0.0372356578696875	0.0486626404605614	0.1464024448626709	0.0	0.0144085955244574	0.0166483264048519
Candidatus_Borkfalkia_ceftriaxoniphila	0.050672970228602	0.030693272796482	0.0272675349264812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB2980_SGB3962	0.0489137259133565	0.0758614997490331	0.0087831259261283	0.0	0.0	0.0	0.0523557481553446	0.0545800590120888	0.0056912450907658	0.0613527153025056	0.0358189347676071	0.0995998741070847	0.0096688326426415	0.0063438610879979	0.1756898853378598	0.1116520606509195	0.0726299421589739	0.0	0.0	0.0	0.0998751082587535	0.0531727159665171
Intestinimonas_butyriciproducens	0.047491179074713	0.0321516642401161	0.0055782377676791	0.0	0.0008366979638203	0.0052316909711721	0.0	0.0073540010917807	0.0	0.1565216187636686	0.1342159079052564	0.2351867849390317	0.0	0.0026152964931022	0.0333152326627264	0.1675743276686814	0.0656998465164791	0.0024135853808591	0.0	0.0	0.0	0.0001868689698503
Lawsonibacter_faecis	0.0470366374813003	0.015422070438429	0.0013252645628181	0.0	0.0	0.0	0.0	0.0	0.0	0.0064163611185324	0.0056538150926594	0.0	0.0	0.0	0.0	0.0388533773194431	0.0621440906370838	0.0	0.0	0.0	0.0	0.0
Streptococcus_vestibularis	0.042129271759826	0.0162518448804966	0.0383633774426255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1270143574186673	0.0283701072409212
GGB9537_SGB14940	0.0420450973906756	0.0495182566033905	0.0573674980362404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003753230999784	0.0	0.0	0.0	0.0	0.0108523604761266	0.0022254395500363
Ruminococcus_gauvreauii	0.0407067249211826	0.0616631370736533	0.0581557272860212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0287003194745565	0.0556444827949925
