genus	01_A	01_B	01_C	02_A	02_B	02_C	03_A	03_B	03_C	04_A	04_B	04_C	05_A	05_B	06_A	07_A	07_B	08_A	08_B	09_A	10_A	10_B
Escherichia	0.0402100961431946	0.0042997402907141	0.1644107625284434	8.872732999243583	12.394884650641355	9.972251819290806	0.3705816250373032	0.0170077988886274	0.515985978312956	0.0587126945493411	0.0049846230179592	0.0492162933776826	0.0002666038412493	0.0003622539061391	0.7720935988563283	0.0107872583280507	0.0	0.0	0.0	0.0	0.0693298875032554	0.0421559407894288
Eubacteriales_unclassified	0.0399575730357431	0.1316240185679832	0.0069727972095989	0.0836753673692312	0.3208408574402646	0.4397823491889438	0.5136400272509283	1.042012928031382	0.9375458719187542	0.1642793496499901	0.2928401677659241	0.3226901034531125	0.4179281815424124	0.3637205926859637	0.2439163421756895	1.3026511182117742	1.1633671289692822	0.0	0.0	0.0	0.4257381014784498	0.4082322527263223
GGB9110	0.0363885797837618	0.0172576320830028	0.0267738089128822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bariatricus	0.0352858955478903	0.0862378710548891	0.0476402293823528	0.1128162025937261	0.0294074725519226	0.0445720359506302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011397744851695	0.0	0.0	0.0	0.0	0.0	0.0080936567803201	0.3383682516760329	0.3624578491570634
Bianquea	0.0345451610993658	0.0383540186555712	0.0189088401348502	0.0	0.0	0.0	0.0835974814086845	0.1208195524824191	0.0003470271396808	0.0	0.0	0.0730894813635895	0.0024705289289102	0.0	0.0122969837838859	0.0162465034186457	0.0068031043610878	0.0	0.0	0.0012418838445993	0.0234911864460157	0.0205640807276258
Limosilactobacillus	0.033055274765402	0.0566509641811639	0.0286101232090747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0863792640272399	0.0	0.0038434255895251	0.0301842984936377	0.0425891107388086	0.0204274546948931	0.0	0.0	0.0	0.017505692244952	0.0019536301393448
Actinomyces	0.0301428415927946	0.0447407673914858	0.0588400142171495	0.0102925687327134	0.0032401538795005	0.0046157147971723	0.0	0.0	0.0021949466584813	0.0026400207531644	0.0096260706129952	0.0343960672973333	0.0067273035941908	0.0098603746158853	0.014189498309491	0.0353101172846819	0.018794709648232	0.0	0.0	0.0	0.0010768880780156	0.0164869395672539
Sellimonas	0.0296630476886368	0.0245495893011731	0.0613086442851442	0.008370753164652	0.0056518127163946	0.0072192407592784	0.1136652403894648	0.0585556765720091	0.0299571178329489	0.0478108612773738	0.0460713005274371	0.1937178209475759	0.0471888799011272	0.0299433777537951	0.0686363562972924	0.3486217922596647	0.6355097261895681	1.4918677186533011	0.7807147379636833	8.067208936788228	0.2303705689993783	0.3926796580083203
Coprobacillus	0.0268263714482648	0.4867088088527903	4.44207026806934	0.0	0.0	0.0	0.3628456602412575	0.049436715218201	0.0380602015444966	0.0	0.0	0.0	0.0025416232865767	0.001767092225069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3818	0.0264307519132575	0.0230073822573302	0.0395240666675774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0158285561467977	0.0	0.0	0.0	0.0	0.0
Extibacter	0.025513251289517	0.031866691199406	0.2462826621869886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010586036153237	0.0376982689662415	0.0	0.0	0.0	0.0	0.0
Wansuia	0.0236109105467157	0.0193362589681824	0.1023398745731815	0.009448256453858	0.0053975221587629	0.0161221497274898	0.0333794177496424	0.0349069918489857	0.0297662529061244	0.0313641300481128	0.0251204409579769	0.0653421519773626	0.0328989140101643	0.0245184046228331	0.0546561683500803	0.0434114970184816	0.0348409651345845	0.0	0.0	0.0451446189302299	0.0347609454019934	0.0419096135109896
Terrisporobacter	0.0190234074280133	0.0576316067036075	0.1259434427671654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Roseburia	0.0187372145729016	0.0065459983763114	0.0023387021696791	0.5212381956187111	3.8049496138429446	3.699618605168417	0.4551690996758328	0.2478610355855206	0.3745377161790437	0.7152747489779241	2.40085525877058	0.0236570236615143	3.494474301996448	1.5216696213903396	1.3300190907758571	0.1752645142626446	0.6357637087523822	0.0	0.0	0.0	0.1611492051008842	0.9791169556192318
GGB9092	0.0170789795006367	0.0722993367401568	0.032248104361909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB58233	0.0133332200734394	0.0168636987620212	0.018363142961925	0.0011096675664956	5.742044849747788e-05	0.0012976564732263	0.0002978740691569	0.000374385510127	0.0	0.0011875821510998	0.0003174372662039	0.0066578611912887	0.0067273035941908	0.008702929208465	0.0225967978610273	0.0068153075730345	0.0057327492749433	0.0016742123944691	0.0028015871610073	0.0	0.0048000825182868	0.0089102522442294
GGB74818	0.0130722795290729	0.0244657737009642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerofustis	0.0129965225968374	0.0123208932307014	0.0150023413254972	0.0048970112173613	0.0002214788727759	0.0064225782409052	0.0	0.0	0.0	0.0477937737644084	0.0350038931381645	0.1177922636479569	0.0084780021517279	0.0072539135839084	0.0687846178039067	0.0447238155498746	0.0333170697577009	0.0007138773661696	6.938915569058401e-05	0.0	0.0	0.0068122233554547
GGB9534	0.0106901448821137	0.0161345030402042	0.0040537504274438	0.1218784877201074	0.0202940270832514	0.0200972493037022	0.0	0.0	0.0	0.0066726738130144	0.0094888004438259	0.0044702782284367	0.0638249595950839	0.012104581741723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040941292485401
Luoshenia	0.0102524381625311	0.0171319086826896	0.021775915757679	0.0144578426417334	0.0106473917356751	0.012188115229544	0.0	0.0	0.0	0.025084469033304	0.0141988831234466	0.0374915404226338	0.0034658499362409	0.0044354014849233	0.0042472561012428	0.0105335434119814	0.0044809780725032	0.0	0.0	0.0470716800684014	0.0	0.0044169029237362
Enterococcus	0.0098063140060334	0.0058754735746406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3058029674628682	0.0138431365602715	1.4965471151877825	0.0	0.0
GGB9115	0.0093517724126207	0.0055066849337216	0.0267997944925453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactococcus	0.0083164276720695	0.0094711628236004	0.0	0.0006352444764721	0.0	0.0	0.0	0.0003832994508443	0.0261224679394755	0.0105173642302443	0.0149538690538776	0.0667428967994259	0.0009064530602476	0.0	0.0	0.0013473136922301	0.0	0.0	0.0	0.0	0.0	0.0
Oscillibacter	0.0057996140344695	0.004232687810547	0.0035253769742941	1.0054874723542333	1.1574978066545871	1.086253450309629	0.1335001489945016	0.2635941409515727	0.2195120172051183	0.1183053960164038	0.0657695698032278	0.0427486567918592	1.8602460759064507	1.6200789874044352	0.0237654473837512	0.004820583405317	0.0162730256317221	0.0417278317606281	0.2754402535137732	0.0015587783428764	0.4227578763323134	0.4555016080543843
GGB3653	0.0055218386162729	0.0	0.0	0.7598488866925693	0.0587657275765616	0.10630106160107	0.1842088287674493	0.2699854364458839	0.2910169593363564	0.11119699062277	0.0132036743969694	0.0318366816965262	0.095168684531294	0.0891232963713578	0.1063035002424012	0.0008573814405101	0.1076432526040394	0.0448892886679507	0.1095481295465094	0.0	0.0649221595560286	0.2086222167497805
GGB33586	0.0052272283242461	0.0	0.0019922277741711	0.0708820260772413	0.0382174099356784	0.0317022404218597	0.0	0.0019699808985255	0.0	0.0003588377722747	0.0	0.0021184103790464	0.0143166262750877	0.0305441891103186	0.0169454180794967	0.0128432240272331	0.0138511204791748	0.0	0.0	0.0	0.0	0.0
GGB28319	0.0050083749644548	0.0012069446430074	0.0078822924978074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Monoglobus	0.0046380077401926	0.0021708240454093	0.0015071636204598	0.0010212158039489	0.0058322769831009	0.0151776529273566	0.6274103996648014	0.884931464710946	0.0523403683423634	0.0	0.0	0.0	0.0	0.0	0.0	0.0265788246558136	0.2075037538189943	0.0	0.0	0.0	0.0	0.0
GGB9545	0.0042339707682702	0.0047271998517793	0.0042616350647486	0.024846904206316	0.0065459311287124	0.001240165363653	0.0	0.0	0.0	0.0055534417137764	0.0061685782270441	0.0046086233960479	0.0	0.0	0.0	0.0006211641048593	0.0	0.0	0.0	0.0	0.0	0.0
Diplocloster	0.0042255533313551	0.0	0.0028584137629411	0.0084592049271988	0.0052334637344844	0.0078434299489316	0.0018836154373157	0.0066141440122439	0.0	0.0086462815605257	0.006803452759452	0.0433971497650367	0.0025593968759933	0.0030835759327455	0.0043431900172873	0.0062203898388029	0.0029117286665456	0.0	0.0	0.0	0.0200017351544611	0.0324812245776296
Clostridia_unclassified	0.0040740394668842	0.0051043700527191	0.0157385994159518	0.0083385888873623	0.0152082159306177	0.024351591412128	0.0185295193019668	0.0270983797806222	0.0164751134563481	0.006014804563844	0.0039550967491896	0.0	0.0648647145759562	0.0509541043098662	0.0	0.0	0.0	0.1826421247184643	0.2313868132947137	2.2251132608753066	0.0002253951791195	0.0931626755144983
Actinobaculum	0.0035100711935759	0.0079121926597157	0.0048159940975614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060716604052451	0.0049708015865015	0.0	0.0	0.0	0.0	0.0
Lacticaseibacillus	0.0035100711935759	0.0034615842886256	0.005205777792508	0.0	0.0	0.0087057965925314	0.0	0.0	0.0	0.0236234866747567	0.0060227286723018	0.0871228693031501	0.0	0.0	0.0	0.0001049854825114	0.0925403609224243	0.0009348394080792	0.0	0.0	0.0	0.0
