sample  richness_observed
01_A	143
01_B	149
01_C	143
02_A	251
02_B	267
02_C	287
03_A	126
03_B	132
03_C	116
04_A	303
04_B	304
04_C	291
05_A	242
05_B	251
06_A	182
07_A	270
07_B	242
08_A	128
08_B	117
09_A	78
10_A	185
10_B	238
